Student_ID,Age,Gender,Education_Level,Course_Name,Time_Spent_on_Videos,Quiz_Attempts,Quiz_Scores,Forum_Participation,Assignment_Completion_Rate,Engagement_Level,Final_Exam_Score,Learning_Style,Feedback_Score,Dropout_Likelihood
S02058,23,Female,Undergraduate,Cybersecurity,403,2,88,45,65,Medium,95,Auditory,5,No
S02059,29,Male,High School,Python Basics,113,4,72,30,77,High,56,Auditory,5,No
S02060,48,Female,High School,Web Development,284,1,84,45,49,Medium,34,Kinesthetic,3,No
S02061,45,Female,High School,Web Development,108,1,92,12,93,Medium,79,Visual,5,No
S02062,49,Other,Undergraduate,Cybersecurity,395,1,32,35,88,Low,63,Auditory,4,Yes
S02063,20,Female,Postgraduate,Web Development,400,3,51,12,49,Medium,70,Kinesthetic,3,No
S02064,49,Male,High School,Web Development,384,4,72,9,65,Low,56,Kinesthetic,1,No
S02065,42,Female,Undergraduate,Cybersecurity,59,1,85,11,60,Medium,50,Kinesthetic,3,Yes
S02066,38,Female,Undergraduate,Cybersecurity,324,3,43,49,98,High,95,Reading/Writing,4,No
S02067,46,Male,Undergraduate,Cybersecurity,133,1,88,40,55,Medium,50,Reading/Writing,3,No
S02068,41,Male,High School,Data Science,123,1,95,30,88,Medium,93,Visual,2,No
S02069,48,Female,Postgraduate,Data Science,197,1,73,47,72,Medium,82,Reading/Writing,1,No
S02070,36,Female,Undergraduate,Machine Learning,11,3,93,31,70,Low,83,Kinesthetic,1,Yes
S02071,31,Female,Undergraduate,Web Development,310,4,93,37,52,High,67,Visual,3,Yes
S02072,39,Other,High School,Cybersecurity,172,2,90,13,48,Low,92,Visual,4,No
S02073,27,Male,Undergraduate,Python Basics,442,2,94,42,84,High,81,Visual,1,No
S02074,20,Male,Postgraduate,Cybersecurity,304,3,54,29,58,Medium,73,Auditory,1,Yes
S02075,30,Female,Undergraduate,Machine Learning,392,4,47,5,46,High,80,Visual,2,No
S02076,42,Male,Postgraduate,Data Science,387,1,98,21,82,High,48,Visual,4,No
S02077,22,Male,Undergraduate,Cybersecurity,376,3,92,37,92,Low,81,Reading/Writing,1,No
S02078,33,Male,Undergraduate,Python Basics,297,1,89,44,42,High,88,Auditory,5,Yes
S02079,48,Female,Postgraduate,Cybersecurity,343,3,54,16,51,Medium,97,Reading/Writing,3,No
S02080,40,Male,Undergraduate,Data Science,62,3,91,44,42,Medium,49,Visual,3,No
S02081,46,Male,High School,Python Basics,13,3,78,15,93,High,44,Auditory,1,No
S02082,37,Female,Undergraduate,Machine Learning,176,3,50,40,46,Medium,37,Visual,5,No
S02083,29,Male,Undergraduate,Web Development,145,4,78,25,98,High,76,Auditory,3,No
S02084,37,Other,High School,Machine Learning,452,1,31,20,93,High,53,Visual,4,No
S02085,49,Male,Postgraduate,Data Science,376,2,73,21,69,Medium,52,Reading/Writing,4,No
S02086,21,Male,High School,Machine Learning,336,1,79,41,61,Low,34,Auditory,2,No
S02087,40,Female,Postgraduate,Data Science,217,1,60,31,87,Medium,45,Visual,2,No
S02088,24,Female,Undergraduate,Machine Learning,481,2,88,8,51,Medium,38,Visual,5,No
S02089,39,Male,Postgraduate,Machine Learning,346,2,61,43,69,High,96,Auditory,4,No
S02090,29,Male,High School,Machine Learning,286,2,49,48,86,Low,80,Visual,3,No
S02091,29,Female,High School,Machine Learning,269,3,59,37,55,Low,30,Reading/Writing,3,No
S02092,28,Male,Postgraduate,Machine Learning,168,2,49,12,81,High,46,Kinesthetic,2,Yes
S02093,32,Female,Postgraduate,Python Basics,66,3,66,37,71,High,90,Auditory,2,No
S02094,48,Male,Postgraduate,Data Science,231,4,54,43,47,High,52,Auditory,5,No
S02095,47,Female,Undergraduate,Cybersecurity,358,2,59,41,51,High,86,Auditory,4,No
S02096,45,Female,Undergraduate,Python Basics,327,4,44,43,78,Medium,84,Reading/Writing,5,No
S02097,32,Female,High School,Machine Learning,129,4,31,4,74,Medium,36,Kinesthetic,5,No
S02098,20,Male,Undergraduate,Web Development,38,1,89,33,70,Low,85,Reading/Writing,4,No
S02099,42,Female,Undergraduate,Cybersecurity,127,4,59,33,64,Medium,60,Visual,4,No
S02100,42,Male,High School,Machine Learning,44,4,90,8,50,Medium,81,Auditory,3,Yes
S02101,46,Male,Undergraduate,Cybersecurity,224,4,40,41,68,Medium,40,Reading/Writing,5,No
S02102,26,Female,Undergraduate,Web Development,80,3,77,22,57,High,73,Reading/Writing,4,No
S02103,29,Female,Postgraduate,Data Science,338,3,49,20,84,Low,96,Auditory,4,Yes
S02104,28,Female,High School,Web Development,373,4,79,35,55,High,36,Reading/Writing,1,Yes
S02105,34,Female,Undergraduate,Cybersecurity,365,1,48,8,71,Medium,84,Auditory,3,No
S02106,21,Female,Postgraduate,Data Science,66,1,75,36,92,Low,51,Kinesthetic,3,No
S02107,27,Female,Undergraduate,Web Development,448,1,87,34,71,Medium,80,Reading/Writing,5,Yes
S02108,34,Female,Undergraduate,Machine Learning,346,3,50,42,91,Medium,49,Kinesthetic,1,No
S02109,47,Male,High School,Cybersecurity,421,3,33,39,86,High,43,Kinesthetic,1,No
S02110,22,Female,Undergraduate,Machine Learning,284,3,51,31,76,Low,41,Auditory,4,No
S02111,35,Male,Undergraduate,Python Basics,458,4,32,37,65,High,93,Visual,5,No
S02112,36,Male,High School,Data Science,159,1,38,4,77,Low,88,Auditory,5,No
S02113,45,Female,Undergraduate,Python Basics,66,2,96,34,51,High,35,Kinesthetic,2,No
S02114,31,Female,High School,Data Science,330,2,61,49,84,Medium,71,Reading/Writing,1,No
S02115,39,Female,High School,Machine Learning,187,1,96,1,66,Medium,54,Visual,3,No
S02116,29,Male,Undergraduate,Web Development,90,3,31,11,71,High,74,Auditory,4,No
S02117,26,Female,Undergraduate,Web Development,498,3,44,49,73,Medium,95,Visual,3,No
S02118,28,Female,Undergraduate,Machine Learning,148,2,84,18,87,Low,64,Visual,2,Yes
S02119,46,Female,Undergraduate,Cybersecurity,368,3,83,2,53,Low,92,Visual,5,Yes
S02120,37,Male,Undergraduate,Web Development,25,1,47,36,75,Medium,65,Kinesthetic,1,No
S02121,31,Female,Undergraduate,Web Development,223,1,55,18,92,High,73,Kinesthetic,2,No
S02122,25,Male,Postgraduate,Cybersecurity,155,1,72,27,50,Low,44,Kinesthetic,4,No
S02123,39,Male,High School,Python Basics,188,1,63,12,86,High,98,Visual,4,No
S02124,21,Male,High School,Data Science,397,2,98,14,82,Medium,86,Visual,2,No
S02125,35,Male,Postgraduate,Machine Learning,11,4,96,18,43,Medium,72,Kinesthetic,1,No
S02126,36,Female,Undergraduate,Python Basics,396,2,90,22,91,Low,94,Visual,2,No
S02127,33,Female,Undergraduate,Web Development,261,3,76,4,60,High,94,Visual,5,No
S02128,46,Male,High School,Web Development,397,1,71,10,69,Medium,47,Kinesthetic,4,Yes
S02129,18,Female,Undergraduate,Python Basics,235,3,88,46,78,High,55,Auditory,1,Yes
S02130,29,Female,Postgraduate,Cybersecurity,225,3,66,19,93,Low,66,Reading/Writing,1,No
S02131,32,Female,Undergraduate,Python Basics,91,3,53,32,98,High,46,Reading/Writing,3,No
S02132,44,Male,Undergraduate,Data Science,122,3,75,18,41,Medium,48,Visual,3,No
S02133,35,Male,High School,Machine Learning,430,4,31,12,79,Medium,95,Kinesthetic,1,No
S02134,35,Male,Undergraduate,Web Development,468,1,93,23,45,High,86,Auditory,5,No
S02135,38,Female,Undergraduate,Web Development,325,3,50,39,76,High,48,Auditory,4,Yes
S02136,15,Male,Undergraduate,Cybersecurity,205,1,79,32,82,Low,77,Visual,1,No
S02137,42,Female,High School,Python Basics,415,4,62,34,94,Medium,73,Reading/Writing,2,No
S02138,28,Female,High School,Web Development,177,3,85,9,40,Low,37,Visual,2,No
S02139,43,Male,Undergraduate,Web Development,451,1,60,28,56,Low,43,Auditory,2,No
S02140,21,Female,Undergraduate,Machine Learning,28,3,74,2,58,Medium,56,Visual,5,No
S02141,33,Female,Undergraduate,Python Basics,167,1,38,2,79,High,68,Reading/Writing,1,No
S02142,38,Male,Postgraduate,Cybersecurity,43,1,46,14,60,High,72,Reading/Writing,3,No
S02143,46,Female,Postgraduate,Data Science,213,2,84,34,44,Low,78,Auditory,4,No
S02144,18,Male,Postgraduate,Machine Learning,414,2,30,43,91,High,70,Kinesthetic,1,No
S02145,36,Female,Postgraduate,Machine Learning,264,4,45,12,82,Medium,43,Reading/Writing,5,No
S02146,27,Male,Undergraduate,Data Science,271,1,52,32,53,High,48,Reading/Writing,3,Yes
S02147,18,Male,High School,Data Science,242,4,65,40,45,High,32,Auditory,4,No
S02148,42,Female,Undergraduate,Cybersecurity,15,4,90,14,50,Medium,55,Visual,1,No
S02149,30,Female,High School,Machine Learning,302,4,33,23,99,High,67,Visual,5,Yes
S02150,39,Male,Undergraduate,Machine Learning,355,2,88,44,45,High,41,Reading/Writing,4,No
S02151,42,Female,High School,Machine Learning,179,2,31,35,45,Medium,31,Kinesthetic,5,Yes
S02152,35,Female,Undergraduate,Machine Learning,275,1,89,37,72,Medium,92,Visual,5,No
S02153,27,Female,Postgraduate,Data Science,431,4,95,42,68,Medium,95,Reading/Writing,2,No
S02154,34,Female,Postgraduate,Data Science,394,1,61,43,43,High,35,Visual,3,No
S02155,19,Male,Undergraduate,Data Science,94,3,85,33,53,Medium,83,Kinesthetic,2,No
S02156,28,Female,High School,Cybersecurity,265,1,53,31,57,High,63,Auditory,4,No
S02157,42,Male,Undergraduate,Machine Learning,473,1,97,35,65,Medium,39,Kinesthetic,3,No
S02158,41,Female,Postgraduate,Cybersecurity,486,4,77,45,52,High,30,Kinesthetic,2,No
S02159,33,Male,Undergraduate,Machine Learning,336,4,57,23,51,Medium,89,Visual,3,Yes
S02160,32,Female,High School,Cybersecurity,436,2,64,33,92,Low,82,Kinesthetic,3,No
S02161,39,Female,Undergraduate,Web Development,477,4,83,4,70,Low,57,Auditory,5,No
S02162,18,Other,High School,Web Development,37,1,81,32,66,Medium,50,Visual,1,No
S02163,33,Male,Undergraduate,Web Development,284,4,81,41,61,High,44,Visual,1,No
S02164,31,Male,High School,Web Development,75,3,83,17,73,Medium,63,Visual,4,No
S02165,49,Male,Undergraduate,Cybersecurity,261,4,59,36,99,Medium,99,Auditory,3,No
S02166,42,Female,Undergraduate,Machine Learning,362,4,43,29,95,High,52,Kinesthetic,4,No
S02167,38,Male,Undergraduate,Cybersecurity,224,1,89,22,46,Medium,43,Visual,1,No
S02168,30,Male,Undergraduate,Python Basics,30,1,85,22,62,Medium,90,Visual,5,No
S02169,39,Female,Postgraduate,Cybersecurity,96,2,93,9,65,Medium,98,Auditory,5,No
S02170,36,Female,Undergraduate,Cybersecurity,322,3,98,18,80,Low,83,Visual,3,No
S02171,41,Male,Undergraduate,Web Development,473,2,59,44,71,High,44,Reading/Writing,1,No
S02172,17,Female,Undergraduate,Machine Learning,250,2,79,23,51,Medium,38,Visual,4,Yes
S02173,15,Male,Undergraduate,Web Development,125,4,64,12,84,High,57,Visual,3,Yes
S02174,21,Male,Undergraduate,Data Science,294,1,49,11,91,Medium,45,Reading/Writing,5,No
S02175,41,Female,Undergraduate,Data Science,17,4,76,42,79,High,59,Visual,2,No
S02176,33,Female,Postgraduate,Web Development,484,3,79,18,92,Low,86,Visual,3,Yes
S02177,20,Female,Postgraduate,Python Basics,224,4,68,40,41,Low,97,Auditory,2,Yes
S02178,18,Female,Postgraduate,Machine Learning,197,2,88,8,79,Low,64,Auditory,3,No
S02179,20,Male,Undergraduate,Web Development,493,3,81,2,84,Medium,43,Auditory,1,No
S02180,29,Male,Undergraduate,Data Science,434,3,48,32,62,High,75,Kinesthetic,5,No
S02181,47,Female,High School,Cybersecurity,472,2,93,1,96,High,33,Kinesthetic,3,No
S02182,44,Female,Undergraduate,Python Basics,175,4,68,30,60,Medium,63,Kinesthetic,4,Yes
S02183,23,Male,Undergraduate,Machine Learning,384,1,89,11,54,Low,56,Reading/Writing,3,No
S02184,28,Male,High School,Data Science,170,4,58,37,55,High,42,Visual,3,No
S02185,24,Male,Postgraduate,Python Basics,351,3,83,21,40,High,89,Visual,3,Yes
S02186,45,Female,Undergraduate,Data Science,363,3,98,40,60,High,34,Kinesthetic,4,No
S02187,31,Female,Postgraduate,Machine Learning,406,4,85,5,41,High,67,Reading/Writing,5,Yes
S02188,21,Male,High School,Data Science,459,4,83,16,73,Low,83,Kinesthetic,5,No
S02189,22,Female,Undergraduate,Data Science,355,2,77,14,68,Medium,35,Reading/Writing,4,Yes
S02190,48,Female,Undergraduate,Web Development,346,1,34,15,77,High,38,Kinesthetic,1,No
S02191,32,Male,Undergraduate,Python Basics,349,4,62,23,84,Medium,96,Reading/Writing,4,No
S02192,17,Male,Postgraduate,Data Science,490,4,90,46,85,High,54,Reading/Writing,4,No
S02193,15,Other,Postgraduate,Python Basics,281,1,82,26,58,Low,37,Visual,5,No
S02194,32,Female,Undergraduate,Data Science,457,2,80,49,69,Medium,42,Reading/Writing,3,No
S02195,40,Male,High School,Data Science,330,4,40,5,88,High,36,Kinesthetic,2,Yes
S02196,40,Male,Postgraduate,Data Science,446,4,82,48,93,High,56,Kinesthetic,1,No
S02197,49,Other,Undergraduate,Cybersecurity,261,2,53,35,73,Low,78,Kinesthetic,5,No
S02198,19,Male,Undergraduate,Python Basics,240,4,93,34,45,Medium,69,Auditory,1,Yes
S02199,31,Female,Undergraduate,Web Development,302,2,51,31,52,Medium,84,Reading/Writing,4,No
S02200,34,Male,Undergraduate,Machine Learning,57,3,56,27,51,Medium,43,Kinesthetic,1,No
S02201,15,Female,Undergraduate,Web Development,344,3,71,49,91,Low,32,Visual,1,No
S02202,34,Male,High School,Web Development,332,2,59,23,66,Low,95,Kinesthetic,2,No
S02203,19,Male,Postgraduate,Python Basics,54,3,63,10,97,Medium,70,Visual,3,No
S02204,17,Male,High School,Cybersecurity,129,4,89,49,97,Low,76,Reading/Writing,5,No
S02205,34,Male,Undergraduate,Cybersecurity,297,4,87,10,80,Medium,61,Visual,3,No
S02206,41,Female,Undergraduate,Machine Learning,262,3,85,38,79,Low,47,Reading/Writing,1,No
S02207,29,Female,Undergraduate,Python Basics,26,4,82,44,70,High,62,Auditory,1,No
S02208,38,Male,High School,Cybersecurity,95,2,48,45,63,High,72,Reading/Writing,4,No
S02209,31,Female,High School,Python Basics,384,1,79,30,43,Medium,39,Kinesthetic,3,No
S02210,31,Male,Undergraduate,Python Basics,181,2,58,21,50,Low,37,Kinesthetic,5,No
S02211,25,Female,High School,Data Science,57,4,39,10,91,Low,63,Reading/Writing,1,Yes
S02212,49,Female,High School,Python Basics,489,3,93,35,64,Medium,60,Kinesthetic,3,No
S02213,26,Female,Undergraduate,Data Science,232,1,99,9,40,Medium,73,Auditory,5,No
S02214,36,Female,Undergraduate,Web Development,182,3,58,22,69,Medium,63,Kinesthetic,5,Yes
S02215,32,Male,High School,Python Basics,144,2,98,22,78,Medium,84,Visual,3,Yes
S02216,18,Male,Undergraduate,Data Science,320,4,85,14,55,Medium,82,Auditory,4,No
S02217,21,Male,Undergraduate,Machine Learning,416,2,77,15,87,Medium,59,Kinesthetic,1,Yes
S02218,15,Female,Undergraduate,Web Development,281,4,90,25,58,High,47,Visual,5,No
S02219,48,Female,High School,Python Basics,427,3,64,31,69,Medium,55,Reading/Writing,2,No
S02220,19,Male,High School,Web Development,93,1,96,36,68,Medium,96,Kinesthetic,2,Yes
S02221,31,Female,High School,Data Science,271,1,55,48,73,Medium,92,Kinesthetic,3,Yes
S02222,23,Female,Undergraduate,Data Science,479,1,89,47,65,Medium,56,Visual,3,No
S02223,45,Male,High School,Web Development,193,3,40,19,49,Medium,93,Reading/Writing,1,Yes
S02224,21,Male,Undergraduate,Machine Learning,208,3,80,32,51,Medium,95,Visual,2,No
S02225,47,Female,Undergraduate,Python Basics,467,1,32,5,67,Medium,72,Auditory,2,Yes
S02226,48,Male,Undergraduate,Machine Learning,188,1,44,9,92,Medium,70,Auditory,4,No
S02227,42,Female,Undergraduate,Web Development,387,3,37,39,91,Medium,75,Kinesthetic,3,No
S02228,16,Male,Postgraduate,Cybersecurity,283,4,45,0,62,Low,36,Reading/Writing,3,No
S02229,44,Male,Undergraduate,Data Science,381,4,52,37,70,Medium,53,Reading/Writing,3,No
S02230,39,Female,Undergraduate,Machine Learning,425,1,69,12,53,Low,68,Visual,2,No
S02231,17,Male,Undergraduate,Machine Learning,105,1,68,25,62,Medium,53,Kinesthetic,3,Yes
S02232,42,Female,High School,Machine Learning,127,3,47,30,57,Medium,87,Kinesthetic,3,No
S02233,32,Male,High School,Python Basics,461,2,85,5,54,Medium,98,Kinesthetic,2,No
S02234,37,Female,Undergraduate,Machine Learning,246,4,99,45,61,High,35,Reading/Writing,1,No
S02235,19,Male,High School,Cybersecurity,316,3,95,21,83,Low,97,Visual,2,No
S02236,34,Male,High School,Python Basics,54,2,40,30,54,Medium,43,Kinesthetic,5,No
S02237,33,Male,High School,Data Science,241,4,35,48,96,Medium,91,Visual,5,No
S02238,40,Male,Undergraduate,Python Basics,98,3,55,30,65,High,33,Kinesthetic,4,No
S02239,29,Male,Undergraduate,Data Science,204,3,53,24,89,Medium,76,Auditory,3,No
S02240,41,Female,Undergraduate,Data Science,250,4,76,7,81,Medium,65,Kinesthetic,2,No
S02241,47,Male,Undergraduate,Data Science,384,4,56,47,50,Medium,55,Kinesthetic,5,No
S02242,33,Female,Postgraduate,Cybersecurity,324,2,82,25,72,High,39,Reading/Writing,2,No
S02243,24,Other,Undergraduate,Data Science,33,3,52,48,40,Low,70,Visual,1,No
S02244,30,Female,High School,Web Development,185,4,70,47,68,Medium,80,Visual,3,No
S02245,46,Female,High School,Machine Learning,101,4,49,6,56,Medium,47,Reading/Writing,4,Yes
S02246,26,Female,High School,Cybersecurity,264,1,66,2,59,Low,82,Reading/Writing,4,Yes
S02247,24,Male,Postgraduate,Web Development,35,1,38,33,83,Medium,50,Reading/Writing,1,No
S02248,24,Male,High School,Data Science,189,4,68,12,69,Low,58,Kinesthetic,2,Yes
S02249,21,Male,Undergraduate,Cybersecurity,345,4,55,33,67,Low,69,Visual,4,No
S02250,39,Male,Undergraduate,Web Development,388,2,54,35,98,High,52,Visual,5,No
S02251,16,Female,High School,Data Science,173,2,94,16,92,High,62,Auditory,1,No
S02252,25,Male,Undergraduate,Cybersecurity,281,3,98,11,86,Low,89,Reading/Writing,2,Yes
S02253,21,Female,Undergraduate,Python Basics,28,3,78,24,62,High,83,Auditory,5,No
S02254,21,Female,High School,Web Development,33,1,98,9,45,High,52,Reading/Writing,1,No
S02255,17,Male,Undergraduate,Cybersecurity,266,4,68,38,53,High,61,Reading/Writing,4,No
S02256,43,Other,Undergraduate,Data Science,190,1,57,31,60,High,45,Reading/Writing,3,Yes
S02257,42,Male,Undergraduate,Machine Learning,417,4,67,46,75,High,39,Visual,1,Yes
S02258,25,Male,Postgraduate,Cybersecurity,14,4,48,6,63,Medium,97,Kinesthetic,4,No
S02259,35,Male,Undergraduate,Data Science,205,2,56,10,63,Medium,61,Reading/Writing,2,Yes
S02260,43,Male,High School,Machine Learning,313,3,98,1,81,High,87,Reading/Writing,2,No
S02261,30,Female,Undergraduate,Web Development,316,3,55,5,44,Low,88,Auditory,3,No
S02262,43,Male,Postgraduate,Cybersecurity,52,4,49,5,62,Medium,51,Kinesthetic,3,No
S02263,47,Male,Undergraduate,Cybersecurity,164,1,74,20,90,High,46,Auditory,2,No
S02264,22,Other,Postgraduate,Machine Learning,48,3,44,14,53,High,46,Visual,2,No
S02265,26,Female,Postgraduate,Web Development,365,1,51,22,99,High,62,Auditory,3,No
S02266,45,Female,Undergraduate,Data Science,314,4,53,35,96,High,51,Visual,1,No
S02267,47,Female,Undergraduate,Web Development,495,2,31,22,48,Medium,33,Visual,3,Yes
S02268,21,Male,High School,Cybersecurity,273,3,42,44,73,High,89,Kinesthetic,3,Yes
S02269,39,Female,Undergraduate,Cybersecurity,139,1,50,21,68,Medium,77,Kinesthetic,1,No
S02270,38,Male,Undergraduate,Data Science,434,3,48,7,72,Medium,71,Reading/Writing,2,No
S02271,45,Female,Postgraduate,Data Science,235,3,88,20,76,Medium,63,Auditory,5,Yes
S02272,34,Male,Undergraduate,Cybersecurity,484,4,42,32,56,Low,63,Auditory,5,Yes
S02273,15,Female,Undergraduate,Python Basics,174,2,37,7,81,Medium,70,Kinesthetic,4,No
S02274,24,Female,Undergraduate,Data Science,497,4,82,28,58,Low,94,Auditory,1,No
S02275,15,Other,Undergraduate,Web Development,145,4,30,48,59,Low,99,Auditory,1,No
S02276,22,Male,Undergraduate,Cybersecurity,351,1,70,33,55,Medium,82,Reading/Writing,3,No
S02277,22,Male,Undergraduate,Data Science,17,3,47,13,84,High,54,Reading/Writing,1,No
S02278,37,Male,Postgraduate,Python Basics,222,3,53,12,44,Low,99,Kinesthetic,4,Yes
S02279,48,Male,Undergraduate,Web Development,75,3,50,42,97,Medium,49,Visual,2,Yes
S02280,21,Female,Undergraduate,Web Development,191,4,47,1,61,Medium,57,Visual,1,No
S02281,27,Female,Undergraduate,Python Basics,489,3,93,18,58,Medium,46,Visual,1,Yes
S02282,30,Female,Postgraduate,Machine Learning,178,2,95,24,84,Low,39,Kinesthetic,1,No
S02283,29,Male,Undergraduate,Web Development,377,3,42,44,79,High,53,Reading/Writing,3,No
S02284,21,Female,Undergraduate,Python Basics,394,4,53,4,95,Medium,71,Reading/Writing,4,No
S02285,47,Female,Undergraduate,Web Development,325,3,44,45,41,Medium,93,Auditory,1,No
S02286,42,Female,Undergraduate,Machine Learning,101,4,90,11,81,Medium,51,Kinesthetic,5,No
S02287,29,Female,Undergraduate,Machine Learning,72,3,40,42,44,Low,36,Kinesthetic,4,No
S02288,30,Female,Postgraduate,Web Development,201,4,99,0,84,Medium,76,Auditory,3,Yes
S02289,25,Other,Undergraduate,Cybersecurity,135,2,53,46,46,Medium,74,Reading/Writing,4,No
S02290,21,Female,High School,Python Basics,239,4,75,47,96,Medium,69,Kinesthetic,1,Yes
S02291,23,Male,High School,Cybersecurity,13,3,50,38,93,Medium,42,Reading/Writing,1,No
S02292,29,Male,Undergraduate,Data Science,86,2,45,18,73,Low,94,Reading/Writing,5,Yes
S02293,27,Female,Undergraduate,Cybersecurity,353,3,42,17,97,Medium,47,Visual,1,No
S02294,21,Male,Undergraduate,Machine Learning,388,1,75,5,81,High,75,Reading/Writing,5,No
S02295,49,Male,High School,Data Science,415,4,43,8,93,Medium,84,Kinesthetic,1,No
S02296,17,Female,High School,Python Basics,190,1,33,28,54,Medium,43,Reading/Writing,4,No
S02297,40,Male,High School,Web Development,497,1,49,48,58,High,41,Reading/Writing,1,No
S02298,37,Male,High School,Cybersecurity,10,3,30,15,83,Medium,71,Auditory,3,No
S02299,27,Female,Undergraduate,Data Science,327,1,97,17,56,Medium,46,Reading/Writing,5,Yes
S02300,18,Female,High School,Machine Learning,33,3,39,29,81,Low,97,Kinesthetic,5,Yes
